IdProducto;IdMarca;IdPresentacion;Fecha;Cantidad
1;1;2;2018-10-01;129
1;1;1;2018-11-01;109
1;1;2;2018-11-01;61
1;1;1;2018-12-01;68
1;1;2;2018-12-01;81
1;1;1;2019-01-01;138
1;1;2;2019-01-01;158
1;1;1;2019-02-01;131
1;1;2;2019-02-01;146
1;1;1;2019-03-01;94
1;1;2;2019-03-01;116
1;1;1;2019-04-01;133
1;1;2;2019-04-01;79
1;1;1;2019-05-01;95
1;1;2;2019-05-01;55
1;1;1;2019-06-01;136
1;1;2;2019-06-01;76
1;1;1;2019-07-01;76
1;1;2;2019-07-01;123
1;1;1;2019-08-01;52
1;1;2;2019-08-01;130
1;1;1;2019-09-01;58
1;1;2;2019-09-01;37
1;1;1;2019-10-01;68
1;1;2;2019-10-01;88
1;1;1;2019-11-01;144
1;1;2;2019-11-01;142
1;1;1;2019-12-01;142
1;1;2;2019-12-01;174
1;1;1;2020-01-01;137
1;1;2;2020-01-01;96
1;1;1;2020-02-01;133
1;1;2;2020-02-01;103
1;1;1;2020-03-01;126
1;1;2;2020-03-01;153
1;1;1;2020-04-01;122
1;1;2;2020-04-01;111
1;1;1;2020-05-01;60
1;1;2;2020-05-01;121
1;1;1;2020-06-01;102
1;1;2;2020-06-01;162
1;1;1;2020-07-01;123
1;1;2;2020-07-01;61
1;1;1;2020-08-01;134
1;1;2;2020-08-01;77
1;1;1;2020-09-01;48
1;1;2;2020-09-01;86
1;1;1;2020-10-01;95
1;1;2;2020-10-01;91
1;1;1;2020-11-01;126
1;1;2;2020-11-01;128
1;1;1;2020-12-01;73
1;1;2;2020-12-01;93
1;1;1;2021-01-01;101
1;1;2;2021-01-01;63
1;1;1;2021-02-01;137
1;1;2;2021-02-01;95
1;1;1;2021-03-01;135
1;1;2;2021-03-01;82
1;1;1;2021-04-01;101
1;1;2;2021-04-01;86
1;1;1;2021-05-01;61
1;1;2;2021-05-01;62
1;1;1;2021-06-01;137
1;1;2;2021-06-01;123
1;1;1;2021-07-01;115
1;1;2;2021-07-01;55
1;1;1;2021-08-01;144
1;1;2;2021-08-01;58
1;1;1;2021-09-01;71
1;1;2;2021-09-01;66
1;1;1;2021-10-01;122
1;1;2;2021-10-01;50
1;1;1;2021-11-01;136
1;1;2;2021-11-01;103
1;1;1;2021-12-01;88
1;1;2;2021-12-01;69
1;1;1;2022-01-01;127
1;1;2;2022-01-01;128
1;1;1;2022-02-01;137
1;1;2;2022-02-01;72
1;1;1;2022-03-01;173
1;1;2;2022-03-01;125
1;1;1;2022-04-01;129
1;1;2;2022-04-01;88
1;1;1;2022-05-01;152
1;1;2;2022-05-01;119
1;1;1;2022-06-01;99
1;1;2;2022-06-01;73
1;1;1;2022-07-01;52
1;1;2;2022-07-01;52
1;1;1;2022-08-01;53
1;1;2;2022-08-01;89
1;1;1;2022-09-01;74
1;1;2;2022-09-01;69
1;1;1;2022-10-01;63
1;1;2;2022-10-01;82
1;1;1;2022-11-01;127
1;1;2;2022-11-01;79
1;1;1;2022-12-01;108
1;1;2;2022-12-01;159
1;1;1;2023-01-01;117
1;1;2;2023-01-01;86
1;1;1;2023-02-01;55
1;1;2;2023-02-01;138
1;1;1;2023-03-01;73
1;1;2;2023-03-01;113
1;1;1;2023-04-01;129
1;1;2;2023-04-01;64
1;1;1;2023-05-01;102
1;1;2;2023-05-01;108
1;1;1;2023-06-01;142
1;1;2;2023-06-01;88
1;1;1;2023-07-01;113
1;1;2;2023-07-01;144
1;1;1;2023-08-01;121
1;1;2;2023-08-01;107
1;1;1;2023-09-01;86
1;1;2;2023-09-01;102
1;1;1;2023-10-01;73
1;1;2;2023-10-01;145
1;1;1;2023-11-01;57
1;1;2;2023-11-01;119
1;1;1;2023-12-01;131
1;1;2;2023-12-01;91
1;1;1;2024-01-01;96
1;1;2;2024-01-01;59
1;1;1;2024-02-01;128
1;1;2;2024-02-01;134
1;1;1;2024-03-01;169
1;1;2;2024-03-01;125
1;1;1;2024-04-01;130
1;1;2;2024-04-01;160
1;1;1;2024-05-01;140
1;1;2;2024-05-01;129
1;1;1;2024-06-01;74
1;1;2;2024-06-01;132
1;1;1;2024-07-01;82
1;1;2;2024-07-01;138
1;1;1;2024-08-01;139
1;1;2;2024-08-01;113
1;1;1;2024-09-01;69
1;1;2;2024-09-01;89
1;1;1;2024-10-01;126
1;1;2;2024-10-01;130
1;1;1;2024-11-01;105
1;1;2;2024-11-01;63
1;1;1;2024-12-01;90
1;1;2;2024-12-01;85
1;1;1;2025-01-01;86
1;1;2;2025-01-01;155
1;1;1;2025-02-01;98
1;1;2;2025-02-01;58
1;1;1;2025-03-01;118
1;1;2;2025-03-01;108
1;1;1;2025-04-01;150
1;1;2;2025-04-01;104
1;1;1;2025-05-01;80
1;1;2;2025-05-01;96
1;1;1;2025-06-01;122
1;1;2;2025-06-01;79
1;1;1;2025-07-01;68
1;1;2;2025-07-01;137
1;1;1;2025-08-01;84
1;1;2;2025-08-01;85
13;5;10;2009-01-01;101
13;5;10;2009-02-01;47
13;5;10;2009-03-01;109
13;5;10;2009-04-01;164
13;5;10;2009-05-01;77
13;5;10;2009-06-01;82
13;5;10;2009-07-01;64
13;5;10;2009-08-01;116
13;5;10;2009-09-01;60
13;5;10;2009-10-01;102
13;5;10;2009-11-01;56
13;5;10;2009-12-01;107
13;5;10;2010-01-01;146
13;5;10;2010-02-01;118
13;5;10;2010-03-01;136
13;5;10;2010-04-01;142
13;5;10;2010-05-01;117
13;5;10;2010-06-01;94
13;5;10;2010-07-01;81
13;5;10;2010-08-01;78
13;5;10;2010-09-01;89
13;5;10;2010-10-01;76
13;5;10;2010-11-01;123
13;5;10;2010-12-01;134
13;5;10;2011-01-01;68
13;5;10;2011-02-01;72
13;5;10;2011-03-01;75
13;5;10;2011-04-01;90
13;5;10;2011-05-01;88
13;5;10;2011-06-01;105
13;5;10;2011-07-01;121
13;5;10;2011-08-01;155
13;5;10;2011-09-01;44
13;5;10;2011-10-01;61
13;5;10;2011-11-01;141
13;5;10;2011-12-01;134
13;5;10;2012-01-01;60
13;5;10;2012-02-01;77
13;5;10;2012-03-01;149
13;5;10;2012-04-01;64
13;5;10;2012-05-01;138
13;5;10;2012-06-01;108
13;5;10;2012-07-01;109
13;5;10;2012-08-01;97
13;5;10;2012-09-01;78
13;5;10;2012-10-01;83
13;5;10;2012-11-01;159
13;5;10;2012-12-01;135
13;5;10;2013-01-01;81
13;5;10;2013-02-01;136
13;5;10;2013-03-01;62
13;5;10;2013-04-01;138
13;5;10;2013-05-01;129
13;5;10;2013-06-01;130
13;5;10;2013-07-01;112
13;5;10;2013-08-01;97
13;5;10;2013-09-01;69
13;5;10;2013-10-01;76
13;5;10;2013-11-01;97
13;5;10;2013-12-01;111
13;5;10;2014-01-01;116
13;5;10;2014-02-01;133
13;5;10;2014-03-01;92
13;5;10;2014-04-01;156
13;5;10;2014-05-01;144
13;5;10;2014-06-01;85
13;5;10;2014-07-01;92
13;5;10;2014-08-01;70
13;5;10;2014-09-01;107
13;5;10;2014-10-01;68
13;5;10;2014-11-01;86
13;5;10;2014-12-01;91
13;5;10;2015-01-01;74
13;5;10;2015-02-01;47
13;5;10;2015-03-01;121
13;5;10;2015-04-01;57
13;5;10;2015-05-01;128
13;5;10;2015-06-01;146
13;5;10;2015-07-01;110
13;5;10;2015-08-01;122
13;5;10;2015-09-01;35
13;5;10;2015-10-01;80
13;5;10;2015-11-01;85
13;5;10;2015-12-01;133
13;5;10;2016-01-01;107
13;5;10;2016-02-01;131
13;5;10;2016-03-01;69
13;5;10;2016-04-01;54
13;5;10;2016-05-01;153
13;5;10;2016-06-01;77
13;5;10;2016-07-01;146
13;5;10;2016-08-01;99
13;5;10;2016-09-01;62
13;5;10;2016-10-01;56
13;5;10;2016-11-01;92
13;5;10;2016-12-01;74
13;5;10;2017-01-01;129
13;5;10;2017-02-01;108
13;5;10;2017-03-01;66
13;5;10;2017-04-01;140
13;5;10;2017-05-01;60
13;5;10;2017-06-01;83
13;5;10;2017-07-01;114
13;5;10;2017-08-01;58
13;5;10;2017-09-01;72
13;5;10;2017-10-01;98
13;5;10;2017-11-01;109
13;5;10;2017-12-01;74
13;5;10;2018-01-01;142
13;5;10;2018-02-01;136
13;5;10;2018-03-01;108
13;5;10;2018-04-01;147
13;5;10;2018-05-01;120
13;5;10;2018-06-01;126
13;5;10;2018-07-01;108
13;5;10;2018-08-01;93
13;5;10;2018-09-01;94
13;5;10;2018-10-01;57
13;5;10;2018-11-01;55
13;5;10;2018-12-01;100
13;5;10;2019-01-01;107
13;5;10;2019-02-01;117
13;5;10;2019-03-01;140
13;5;10;2019-04-01;105
13;5;10;2019-05-01;80
13;5;10;2019-06-01;154
13;5;10;2019-07-01;53
13;5;10;2019-08-01;125
13;5;10;2019-09-01;39
13;5;10;2019-10-01;131
13;5;10;2019-11-01;81
13;5;10;2019-12-01;73
13;5;10;2020-01-01;125
13;5;10;2020-02-01;114
13;5;10;2020-03-01;81
13;5;10;2020-04-01;120
13;5;10;2020-05-01;108
13;5;10;2020-06-01;152
13;5;10;2020-07-01;121
13;5;10;2020-08-01;138
13;5;10;2020-09-01;69
13;5;10;2020-10-01;107
13;5;10;2020-11-01;64
13;5;10;2020-12-01;85
13;5;10;2021-01-01;91
13;5;10;2021-02-01;124
13;5;10;2021-03-01;119
13;5;10;2021-04-01;74
13;5;10;2021-05-01;125
13;5;10;2021-06-01;147
13;5;10;2021-07-01;102
13;5;10;2021-08-01;93
13;5;10;2021-09-01;84
13;5;10;2021-10-01;100
13;5;10;2021-11-01;86
13;5;10;2021-12-01;66
13;5;10;2022-01-01;77
13;5;10;2022-02-01;113
13;5;10;2022-03-01;157
13;5;10;2022-04-01;146
13;5;10;2022-05-01;70
13;5;10;2022-06-01;64
13;5;10;2022-07-01;92
13;5;10;2022-08-01;56
13;5;10;2022-09-01;62
13;5;10;2022-10-01;56
13;5;10;2022-11-01;67
13;5;10;2022-12-01;80
13;5;10;2023-01-01;178
13;5;10;2023-02-01;108
13;5;10;2023-03-01;64
13;5;10;2023-04-01;166
13;5;10;2023-05-01;128
13;5;10;2023-06-01;52
13;5;10;2023-07-01;82
13;5;10;2023-08-01;123
13;5;10;2023-09-01;77
13;5;10;2023-10-01;137
13;5;10;2023-11-01;137
13;5;10;2023-12-01;106
13;5;10;2024-01-01;132
13;5;10;2024-02-01;127
13;5;10;2024-03-01;119
13;5;10;2024-04-01;151
13;5;10;2024-05-01;80
13;5;10;2024-06-01;86
13;5;10;2024-07-01;89
13;5;10;2024-08-01;90
13;5;10;2024-09-01;68
13;5;10;2024-10-01;101
13;5;10;2024-11-01;96
13;5;10;2024-12-01;180
13;5;10;2025-01-01;100
13;5;10;2025-02-01;126
13;5;10;2025-03-01;96
13;5;10;2025-04-01;97
13;5;10;2025-05-01;143
13;5;10;2025-06-01;86
13;5;10;2025-07-01;55
13;5;10;2025-08-01;108
14;6;11;2009-01-01;117
14;6;11;2009-02-01;99
14;6;11;2009-03-01;72
14;6;11;2009-04-01;128
14;6;11;2009-05-01;97
14;6;11;2009-06-01;66
14;6;11;2009-07-01;125
14;6;11;2009-08-01;85
14;6;11;2009-09-01;43
14;6;11;2009-10-01;46
14;6;11;2009-11-01;131
14;6;11;2009-12-01;131
14;6;11;2010-01-01;175
14;6;11;2010-02-01;105
14;6;11;2010-03-01;119
14;6;11;2010-04-01;60
14;6;11;2010-05-01;79
14;6;11;2010-06-01;94
14;6;11;2010-07-01;54
14;6;11;2010-08-01;119
14;6;11;2010-09-01;61
14;6;11;2010-10-01;57
14;6;11;2010-11-01;116
14;6;11;2010-12-01;109
14;6;11;2011-01-01;141
14;6;11;2011-02-01;66
14;6;11;2011-03-01;101
14;6;11;2011-04-01;65
14;6;11;2011-05-01;103
14;6;11;2011-06-01;108
14;6;11;2011-07-01;104
14;6;11;2011-08-01;80
14;6;11;2011-09-01;61
14;6;11;2011-10-01;133
14;6;11;2011-11-01;76
14;6;11;2011-12-01;152
14;6;11;2012-01-01;148
14;6;11;2012-02-01;63
14;6;11;2012-03-01;127
14;6;11;2012-04-01;154
14;6;11;2012-05-01;58
14;6;11;2012-06-01;92
14;6;11;2012-07-01;152
14;6;11;2012-08-01;110
14;6;11;2012-09-01;74
14;6;11;2012-10-01;140
14;6;11;2012-11-01;130
14;6;11;2012-12-01;61
14;6;11;2013-01-01;98
14;6;11;2013-02-01;133
14;6;11;2013-03-01;64
14;6;11;2013-04-01;116
14;6;11;2013-05-01;123
14;6;11;2013-06-01;137
14;6;11;2013-07-01;92
14;6;11;2013-08-01;139
14;6;11;2013-09-01;58
14;6;11;2013-10-01;56
14;6;11;2013-11-01;56
14;6;11;2013-12-01;191
14;6;11;2014-01-01;88
14;6;11;2014-02-01;91
14;6;11;2014-03-01;59
14;6;11;2014-04-01;166
14;6;11;2014-05-01;65
14;6;11;2014-06-01;156
14;6;11;2014-07-01;66
14;6;11;2014-08-01;91
14;6;11;2014-09-01;44
14;6;11;2014-10-01;72
14;6;11;2014-11-01;98
14;6;11;2014-12-01;205
14;6;11;2015-01-01;69
14;6;11;2015-02-01;74
14;6;11;2015-03-01;144
14;6;11;2015-04-01;65
14;6;11;2015-05-01;100
14;6;11;2015-06-01;111
14;6;11;2015-07-01;88
14;6;11;2015-08-01;116
14;6;11;2015-09-01;69
14;6;11;2015-10-01;112
14;6;11;2015-11-01;52
14;6;11;2015-12-01;151
14;6;11;2016-01-01;90
14;6;11;2016-02-01;71
14;6;11;2016-03-01;117
14;6;11;2016-04-01;154
14;6;11;2016-05-01;72
14;6;11;2016-06-01;90
14;6;11;2016-07-01;109
14;6;11;2016-08-01;134
14;6;11;2016-09-01;42
14;6;11;2016-10-01;85
14;6;11;2016-11-01;85
14;6;11;2016-12-01;160
14;6;11;2017-01-01;89
14;6;11;2017-02-01;138
14;6;11;2017-03-01;69
14;6;11;2017-04-01;95
14;6;11;2017-05-01;120
14;6;11;2017-06-01;67
14;6;11;2017-07-01;82
14;6;11;2017-08-01;99
14;6;11;2017-09-01;97
14;6;11;2017-10-01;57
14;6;11;2017-11-01;97
14;6;11;2017-12-01;156
14;6;11;2018-01-01;112
14;6;11;2018-02-01;144
14;6;11;2018-03-01;108
14;6;11;2018-04-01;93
14;6;11;2018-05-01;89
14;6;11;2018-06-01;125
14;6;11;2018-07-01;123
14;6;11;2018-08-01;154
14;6;11;2018-09-01;70
14;6;11;2018-10-01;138
14;6;11;2018-11-01;86
14;6;11;2018-12-01;166
14;6;11;2019-01-01;84
14;6;11;2019-02-01;50
14;6;11;2019-03-01;119
14;6;11;2019-04-01;127
14;6;11;2019-05-01;58
14;6;11;2019-06-01;106
14;6;11;2019-07-01;78
14;6;11;2019-08-01;118
14;6;11;2019-09-01;57
14;6;11;2019-10-01;111
14;6;11;2019-11-01;133
14;6;11;2019-12-01;162
14;6;11;2020-01-01;108
14;6;11;2020-02-01;91
14;6;11;2020-03-01;124
14;6;11;2020-04-01;173
14;6;11;2020-05-01;70
14;6;11;2020-06-01;116
14;6;11;2020-07-01;106
14;6;11;2020-08-01;89
14;6;11;2020-09-01;89
14;6;11;2020-10-01;128
14;6;11;2020-11-01;106
14;6;11;2020-12-01;131
14;6;11;2021-01-01;146
14;6;11;2021-02-01;66
14;6;11;2021-03-01;73
14;6;11;2021-04-01;135
14;6;11;2021-05-01;64
14;6;11;2021-06-01;93
14;6;11;2021-07-01;128
14;6;11;2021-08-01;148
14;6;11;2021-09-01;58
14;6;11;2021-10-01;107
14;6;11;2021-11-01;56
14;6;11;2021-12-01;169
14;6;11;2022-01-01;69
14;6;11;2022-02-01;122
14;6;11;2022-03-01;98
14;6;11;2022-04-01;76
14;6;11;2022-05-01;73
14;6;11;2022-06-01;85
14;6;11;2022-07-01;66
14;6;11;2022-08-01;106
14;6;11;2022-09-01;83
14;6;11;2022-10-01;136
14;6;11;2022-11-01;75
14;6;11;2022-12-01;160
14;6;11;2023-01-01;101
14;6;11;2023-02-01;98
14;6;11;2023-03-01;52
14;6;11;2023-04-01;86
14;6;11;2023-05-01;72
14;6;11;2023-06-01;62
14;6;11;2023-07-01;118
14;6;11;2023-08-01;98
14;6;11;2023-09-01;78
14;6;11;2023-10-01;122
14;6;11;2023-11-01;105
14;6;11;2023-12-01;121
14;6;11;2024-01-01;160
14;6;11;2024-02-01;111
14;6;11;2024-03-01;158
14;6;11;2024-04-01;111
14;6;11;2024-05-01;84
14;6;11;2024-06-01;114
14;6;11;2024-07-01;136
14;6;11;2024-08-01;59
14;6;11;2024-09-01;100
14;6;11;2024-10-01;78
14;6;11;2024-11-01;139
14;6;11;2024-12-01;70
14;6;11;2025-01-01;128
14;6;11;2025-02-01;52
14;6;11;2025-03-01;100
14;6;11;2025-04-01;126
14;6;11;2025-05-01;113
14;6;11;2025-06-01;66
14;6;11;2025-07-01;77
14;6;11;2025-08-01;85
15;7;12;2009-01-01;126
15;7;12;2009-02-01;137
15;7;12;2009-03-01;127
15;7;12;2009-04-01;89
15;7;12;2009-05-01;96
15;7;12;2009-06-01;61
15;7;12;2009-07-01;108
15;7;12;2009-08-01;120
15;7;12;2009-09-01;48
15;7;12;2009-10-01;134
15;7;12;2009-11-01;118
15;7;12;2009-12-01;73
15;7;12;2010-01-01;171
15;7;12;2010-02-01;68
15;7;12;2010-03-01;101
15;7;12;2010-04-01;147
15;7;12;2010-05-01;70
15;7;12;2010-06-01;164
15;7;12;2010-07-01;49
15;7;12;2010-08-01;136
15;7;12;2010-09-01;61
15;7;12;2010-10-01;146
15;7;12;2010-11-01;85
15;7;12;2010-12-01;77
15;7;12;2011-01-01;103
15;7;12;2011-02-01;146
15;7;12;2011-03-01;150
15;7;12;2011-04-01;135
15;7;12;2011-05-01;74
15;7;12;2011-06-01;132
15;7;12;2011-07-01;49
15;7;12;2011-08-01;96
15;7;12;2011-09-01;71
15;7;12;2011-10-01;129
15;7;12;2011-11-01;93
15;7;12;2011-12-01;156
15;7;12;2012-01-01;176
15;7;12;2012-02-01;124
15;7;12;2012-03-01;78
15;7;12;2012-04-01;107
15;7;12;2012-05-01;97
15;7;12;2012-06-01;112
15;7;12;2012-07-01;119
15;7;12;2012-08-01;90
15;7;12;2012-09-01;70
15;7;12;2012-10-01;83
15;7;12;2012-11-01;158
15;7;12;2012-12-01;73
15;7;12;2013-01-01;144
15;7;12;2013-02-01;88
15;7;12;2013-03-01;124
15;7;12;2013-04-01;151
15;7;12;2013-05-01;142
15;7;12;2013-06-01;89
15;7;12;2013-07-01;87
15;7;12;2013-08-01;88
15;7;12;2013-09-01;70
15;7;12;2013-10-01;153
15;7;12;2013-11-01;95
15;7;12;2013-12-01;180
15;7;12;2014-01-01;112
15;7;12;2014-02-01;146
15;7;12;2014-03-01;114
15;7;12;2014-04-01;63
15;7;12;2014-05-01;60
15;7;12;2014-06-01;67
15;7;12;2014-07-01;61
15;7;12;2014-08-01;84
15;7;12;2014-09-01;94
15;7;12;2014-10-01;90
15;7;12;2014-11-01;132
15;7;12;2014-12-01;90
15;7;12;2015-01-01;120
15;7;12;2015-02-01;104
15;7;12;2015-03-01;157
15;7;12;2015-04-01;104
15;7;12;2015-05-01;66
15;7;12;2015-06-01;81
15;7;12;2015-07-01;122
15;7;12;2015-08-01;84
15;7;12;2015-09-01;60
15;7;12;2015-10-01;115
15;7;12;2015-11-01;63
15;7;12;2015-12-01;89
15;7;12;2016-01-01;140
15;7;12;2016-02-01;100
15;7;12;2016-03-01;107
15;7;12;2016-04-01;62
15;7;12;2016-05-01;151
15;7;12;2016-06-01;84
15;7;12;2016-07-01;156
15;7;12;2016-08-01;48
15;7;12;2016-09-01;77
15;7;12;2016-10-01;122
15;7;12;2016-11-01;94
15;7;12;2016-12-01;160
15;7;12;2017-01-01;139
15;7;12;2017-02-01;149
15;7;12;2017-03-01;67
15;7;12;2017-04-01;53
15;7;12;2017-05-01;91
15;7;12;2017-06-01;90
15;7;12;2017-07-01;116
15;7;12;2017-08-01;163
15;7;12;2017-09-01;99
15;7;12;2017-10-01;158
15;7;12;2017-11-01;81
15;7;12;2017-12-01;76
15;7;12;2018-01-01;95
15;7;12;2018-02-01;115
15;7;12;2018-03-01;81
15;7;12;2018-04-01;72
15;7;12;2018-05-01;119
15;7;12;2018-06-01;69
15;7;12;2018-07-01;131
15;7;12;2018-08-01;89
15;7;12;2018-09-01;98
15;7;12;2018-10-01;63
15;7;12;2018-11-01;119
15;7;12;2018-12-01;110
15;7;12;2019-01-01;112
15;7;12;2019-02-01;144
15;7;12;2019-03-01;127
15;7;12;2019-04-01;105
15;7;12;2019-05-01;63
15;7;12;2019-06-01;115
15;7;12;2019-07-01;119
15;7;12;2019-08-01;62
15;7;12;2019-09-01;69
